date,tmax_f,source
2023-03-12,47.00,open_meteo_gfs_seamless_historical_forecast
2023-03-13,42.80,open_meteo_gfs_seamless_historical_forecast
2023-03-14,39.10,open_meteo_gfs_seamless_historical_forecast
2023-03-15,44.90,open_meteo_gfs_seamless_historical_forecast
2023-03-16,58.90,open_meteo_gfs_seamless_historical_forecast
2023-03-17,59.90,open_meteo_gfs_seamless_historical_forecast
2023-03-18,56.10,open_meteo_gfs_seamless_historical_forecast
2023-03-19,41.70,open_meteo_gfs_seamless_historical_forecast
2023-03-20,50.90,open_meteo_gfs_seamless_historical_forecast
2023-03-21,62.60,open_meteo_gfs_seamless_historical_forecast
2023-03-22,60.30,open_meteo_gfs_seamless_historical_forecast
2023-03-23,57.80,open_meteo_gfs_seamless_historical_forecast
2023-03-24,57.10,open_meteo_gfs_seamless_historical_forecast
2023-03-25,45.10,open_meteo_gfs_seamless_historical_forecast
2023-03-26,62.70,open_meteo_gfs_seamless_historical_forecast
2023-03-27,59.40,open_meteo_gfs_seamless_historical_forecast
2023-03-28,50.90,open_meteo_gfs_seamless_historical_forecast
2023-03-29,55.40,open_meteo_gfs_seamless_historical_forecast
2023-03-30,44.90,open_meteo_gfs_seamless_historical_forecast
2023-03-31,51.10,open_meteo_gfs_seamless_historical_forecast
2023-04-01,69.00,open_meteo_gfs_seamless_historical_forecast
2023-04-02,52.70,open_meteo_gfs_seamless_historical_forecast
2023-04-03,57.20,open_meteo_gfs_seamless_historical_forecast
2023-04-04,72.00,open_meteo_gfs_seamless_historical_forecast
2023-04-05,55.90,open_meteo_gfs_seamless_historical_forecast
2023-04-06,77.50,open_meteo_gfs_seamless_historical_forecast
2023-04-07,58.90,open_meteo_gfs_seamless_historical_forecast
2023-04-08,53.10,open_meteo_gfs_seamless_historical_forecast
2023-04-09,54.50,open_meteo_gfs_seamless_historical_forecast
2023-04-10,65.90,open_meteo_gfs_seamless_historical_forecast
2023-04-11,74.90,open_meteo_gfs_seamless_historical_forecast
2023-04-12,84.20,open_meteo_gfs_seamless_historical_forecast
2023-04-13,89.30,open_meteo_gfs_seamless_historical_forecast
2023-04-14,88.70,open_meteo_gfs_seamless_historical_forecast
2023-04-15,72.50,open_meteo_gfs_seamless_historical_forecast
2023-04-16,69.60,open_meteo_gfs_seamless_historical_forecast
2023-04-17,67.50,open_meteo_gfs_seamless_historical_forecast
2023-04-18,56.20,open_meteo_gfs_seamless_historical_forecast
2023-04-19,64.50,open_meteo_gfs_seamless_historical_forecast
2023-04-20,64.80,open_meteo_gfs_seamless_historical_forecast
2023-04-21,69.20,open_meteo_gfs_seamless_historical_forecast
2023-04-22,69.00,open_meteo_gfs_seamless_historical_forecast
2023-04-23,65.20,open_meteo_gfs_seamless_historical_forecast
2023-04-24,62.10,open_meteo_gfs_seamless_historical_forecast
2023-04-25,59.20,open_meteo_gfs_seamless_historical_forecast
2023-04-26,57.50,open_meteo_gfs_seamless_historical_forecast
2023-04-27,55.80,open_meteo_gfs_seamless_historical_forecast
2023-04-28,56.80,open_meteo_gfs_seamless_historical_forecast
2023-04-29,51.40,open_meteo_gfs_seamless_historical_forecast
2023-04-30,59.00,open_meteo_gfs_seamless_historical_forecast
2023-05-01,61.40,open_meteo_gfs_seamless_historical_forecast
2023-05-02,55.00,open_meteo_gfs_seamless_historical_forecast
2023-05-03,55.40,open_meteo_gfs_seamless_historical_forecast
2023-05-04,54.70,open_meteo_gfs_seamless_historical_forecast
2023-05-05,62.90,open_meteo_gfs_seamless_historical_forecast
2023-05-06,74.10,open_meteo_gfs_seamless_historical_forecast
2023-05-07,77.30,open_meteo_gfs_seamless_historical_forecast
2023-05-08,77.90,open_meteo_gfs_seamless_historical_forecast
2023-05-09,69.20,open_meteo_gfs_seamless_historical_forecast
2023-05-10,73.70,open_meteo_gfs_seamless_historical_forecast
2023-05-11,80.90,open_meteo_gfs_seamless_historical_forecast
2023-05-12,87.70,open_meteo_gfs_seamless_historical_forecast
2023-05-13,81.60,open_meteo_gfs_seamless_historical_forecast
2023-05-14,74.40,open_meteo_gfs_seamless_historical_forecast
2023-05-15,75.30,open_meteo_gfs_seamless_historical_forecast
2023-05-16,79.90,open_meteo_gfs_seamless_historical_forecast
2023-05-17,67.40,open_meteo_gfs_seamless_historical_forecast
2023-05-18,60.80,open_meteo_gfs_seamless_historical_forecast
2023-05-19,69.40,open_meteo_gfs_seamless_historical_forecast
2023-05-20,64.80,open_meteo_gfs_seamless_historical_forecast
2023-05-21,70.30,open_meteo_gfs_seamless_historical_forecast
2023-05-22,75.50,open_meteo_gfs_seamless_historical_forecast
2023-05-23,69.40,open_meteo_gfs_seamless_historical_forecast
2023-05-24,77.90,open_meteo_gfs_seamless_historical_forecast
2023-05-25,67.80,open_meteo_gfs_seamless_historical_forecast
2023-05-26,73.10,open_meteo_gfs_seamless_historical_forecast
2023-05-27,78.40,open_meteo_gfs_seamless_historical_forecast
2023-05-28,79.10,open_meteo_gfs_seamless_historical_forecast
2023-05-29,79.10,open_meteo_gfs_seamless_historical_forecast
2023-05-30,70.30,open_meteo_gfs_seamless_historical_forecast
2023-05-31,75.60,open_meteo_gfs_seamless_historical_forecast
2023-06-01,86.80,open_meteo_gfs_seamless_historical_forecast
2023-06-02,90.00,open_meteo_gfs_seamless_historical_forecast
2023-06-03,68.50,open_meteo_gfs_seamless_historical_forecast
2023-06-04,67.50,open_meteo_gfs_seamless_historical_forecast
2023-06-05,75.70,open_meteo_gfs_seamless_historical_forecast
2023-06-06,78.80,open_meteo_gfs_seamless_historical_forecast
2023-06-07,70.30,open_meteo_gfs_seamless_historical_forecast
2023-06-08,71.60,open_meteo_gfs_seamless_historical_forecast
2023-06-09,71.00,open_meteo_gfs_seamless_historical_forecast
2023-06-10,78.10,open_meteo_gfs_seamless_historical_forecast
2023-06-11,81.50,open_meteo_gfs_seamless_historical_forecast
2023-06-12,77.90,open_meteo_gfs_seamless_historical_forecast
2023-06-13,79.90,open_meteo_gfs_seamless_historical_forecast
2023-06-14,74.80,open_meteo_gfs_seamless_historical_forecast
2023-06-15,78.50,open_meteo_gfs_seamless_historical_forecast
2023-06-16,79.30,open_meteo_gfs_seamless_historical_forecast
2023-06-17,77.90,open_meteo_gfs_seamless_historical_forecast
2023-06-18,80.40,open_meteo_gfs_seamless_historical_forecast
2023-06-19,79.20,open_meteo_gfs_seamless_historical_forecast
2023-06-20,75.90,open_meteo_gfs_seamless_historical_forecast
2023-06-21,71.70,open_meteo_gfs_seamless_historical_forecast
2023-06-22,69.80,open_meteo_gfs_seamless_historical_forecast
2023-06-23,69.80,open_meteo_gfs_seamless_historical_forecast
2023-06-24,78.10,open_meteo_gfs_seamless_historical_forecast
2023-06-25,83.50,open_meteo_gfs_seamless_historical_forecast
2023-06-26,79.70,open_meteo_gfs_seamless_historical_forecast
2023-06-27,78.00,open_meteo_gfs_seamless_historical_forecast
2023-06-28,81.70,open_meteo_gfs_seamless_historical_forecast
2023-06-29,83.00,open_meteo_gfs_seamless_historical_forecast
2023-06-30,85.00,open_meteo_gfs_seamless_historical_forecast
2023-07-01,82.70,open_meteo_gfs_seamless_historical_forecast
2023-07-02,87.70,open_meteo_gfs_seamless_historical_forecast
2023-07-03,89.30,open_meteo_gfs_seamless_historical_forecast
2023-07-04,84.40,open_meteo_gfs_seamless_historical_forecast
2023-07-05,94.20,open_meteo_gfs_seamless_historical_forecast
2023-07-06,91.30,open_meteo_gfs_seamless_historical_forecast
2023-07-07,86.20,open_meteo_gfs_seamless_historical_forecast
2023-07-08,87.70,open_meteo_gfs_seamless_historical_forecast
2023-07-09,82.90,open_meteo_gfs_seamless_historical_forecast
2023-07-10,85.90,open_meteo_gfs_seamless_historical_forecast
2023-07-11,90.90,open_meteo_gfs_seamless_historical_forecast
2023-07-12,92.90,open_meteo_gfs_seamless_historical_forecast
2023-07-13,88.40,open_meteo_gfs_seamless_historical_forecast
2023-07-14,82.60,open_meteo_gfs_seamless_historical_forecast
2023-07-15,89.00,open_meteo_gfs_seamless_historical_forecast
2023-07-16,79.10,open_meteo_gfs_seamless_historical_forecast
2023-07-17,91.20,open_meteo_gfs_seamless_historical_forecast
2023-07-18,84.70,open_meteo_gfs_seamless_historical_forecast
2023-07-19,81.70,open_meteo_gfs_seamless_historical_forecast
2023-07-20,87.00,open_meteo_gfs_seamless_historical_forecast
2023-07-21,86.90,open_meteo_gfs_seamless_historical_forecast
2023-07-22,85.30,open_meteo_gfs_seamless_historical_forecast
2023-07-23,86.30,open_meteo_gfs_seamless_historical_forecast
2023-07-24,86.90,open_meteo_gfs_seamless_historical_forecast
2023-07-25,86.70,open_meteo_gfs_seamless_historical_forecast
2023-07-26,89.80,open_meteo_gfs_seamless_historical_forecast
2023-07-27,93.60,open_meteo_gfs_seamless_historical_forecast
2023-07-28,94.10,open_meteo_gfs_seamless_historical_forecast
2023-07-29,90.70,open_meteo_gfs_seamless_historical_forecast
2023-07-30,80.40,open_meteo_gfs_seamless_historical_forecast
2023-07-31,83.40,open_meteo_gfs_seamless_historical_forecast
2023-08-01,80.60,open_meteo_gfs_seamless_historical_forecast
2023-08-02,82.00,open_meteo_gfs_seamless_historical_forecast
2023-08-03,80.20,open_meteo_gfs_seamless_historical_forecast
2023-08-04,78.50,open_meteo_gfs_seamless_historical_forecast
2023-08-05,85.50,open_meteo_gfs_seamless_historical_forecast
2023-08-06,85.80,open_meteo_gfs_seamless_historical_forecast
2023-08-07,80.20,open_meteo_gfs_seamless_historical_forecast
2023-08-08,80.60,open_meteo_gfs_seamless_historical_forecast
2023-08-09,87.10,open_meteo_gfs_seamless_historical_forecast
2023-08-10,80.60,open_meteo_gfs_seamless_historical_forecast
2023-08-11,86.10,open_meteo_gfs_seamless_historical_forecast
2023-08-12,84.20,open_meteo_gfs_seamless_historical_forecast
2023-08-13,88.70,open_meteo_gfs_seamless_historical_forecast
2023-08-14,88.40,open_meteo_gfs_seamless_historical_forecast
2023-08-15,78.00,open_meteo_gfs_seamless_historical_forecast
2023-08-16,79.40,open_meteo_gfs_seamless_historical_forecast
2023-08-17,77.90,open_meteo_gfs_seamless_historical_forecast
2023-08-18,78.40,open_meteo_gfs_seamless_historical_forecast
2023-08-19,79.20,open_meteo_gfs_seamless_historical_forecast
2023-08-20,86.60,open_meteo_gfs_seamless_historical_forecast
2023-08-21,86.90,open_meteo_gfs_seamless_historical_forecast
2023-08-22,79.40,open_meteo_gfs_seamless_historical_forecast
2023-08-23,79.40,open_meteo_gfs_seamless_historical_forecast
2023-08-24,72.60,open_meteo_gfs_seamless_historical_forecast
2023-08-25,77.00,open_meteo_gfs_seamless_historical_forecast
2023-08-26,82.40,open_meteo_gfs_seamless_historical_forecast
2023-08-27,82.50,open_meteo_gfs_seamless_historical_forecast
2023-08-28,75.90,open_meteo_gfs_seamless_historical_forecast
2023-08-29,77.90,open_meteo_gfs_seamless_historical_forecast
2023-08-30,83.90,open_meteo_gfs_seamless_historical_forecast
2023-08-31,76.30,open_meteo_gfs_seamless_historical_forecast
2023-09-01,75.40,open_meteo_gfs_seamless_historical_forecast
2023-09-02,79.70,open_meteo_gfs_seamless_historical_forecast
2023-09-03,89.60,open_meteo_gfs_seamless_historical_forecast
2023-09-04,87.70,open_meteo_gfs_seamless_historical_forecast
2023-09-05,91.20,open_meteo_gfs_seamless_historical_forecast
2023-09-06,93.80,open_meteo_gfs_seamless_historical_forecast
2023-09-07,95.00,open_meteo_gfs_seamless_historical_forecast
2023-09-08,89.20,open_meteo_gfs_seamless_historical_forecast
2023-09-09,84.40,open_meteo_gfs_seamless_historical_forecast
2023-09-10,75.50,open_meteo_gfs_seamless_historical_forecast
2023-09-11,80.70,open_meteo_gfs_seamless_historical_forecast
2023-09-12,81.20,open_meteo_gfs_seamless_historical_forecast
2023-09-13,78.20,open_meteo_gfs_seamless_historical_forecast
2023-09-14,78.40,open_meteo_gfs_seamless_historical_forecast
2023-09-15,70.10,open_meteo_gfs_seamless_historical_forecast
2023-09-16,76.30,open_meteo_gfs_seamless_historical_forecast
2023-09-17,76.90,open_meteo_gfs_seamless_historical_forecast
2023-09-18,68.10,open_meteo_gfs_seamless_historical_forecast
2023-09-19,72.30,open_meteo_gfs_seamless_historical_forecast
2023-09-20,75.80,open_meteo_gfs_seamless_historical_forecast
2023-09-21,73.20,open_meteo_gfs_seamless_historical_forecast
2023-09-22,69.40,open_meteo_gfs_seamless_historical_forecast
2023-09-23,59.80,open_meteo_gfs_seamless_historical_forecast
2023-09-24,63.10,open_meteo_gfs_seamless_historical_forecast
2023-09-25,62.60,open_meteo_gfs_seamless_historical_forecast
2023-09-26,60.20,open_meteo_gfs_seamless_historical_forecast
2023-09-27,64.10,open_meteo_gfs_seamless_historical_forecast
2023-09-28,62.90,open_meteo_gfs_seamless_historical_forecast
2023-09-29,59.90,open_meteo_gfs_seamless_historical_forecast
2023-09-30,65.10,open_meteo_gfs_seamless_historical_forecast
2023-10-01,76.30,open_meteo_gfs_seamless_historical_forecast
2023-10-02,78.90,open_meteo_gfs_seamless_historical_forecast
2023-10-03,83.30,open_meteo_gfs_seamless_historical_forecast
2023-10-04,85.10,open_meteo_gfs_seamless_historical_forecast
2023-10-05,77.90,open_meteo_gfs_seamless_historical_forecast
2023-10-06,69.80,open_meteo_gfs_seamless_historical_forecast
2023-10-07,68.60,open_meteo_gfs_seamless_historical_forecast
2023-10-08,59.70,open_meteo_gfs_seamless_historical_forecast
2023-10-09,61.50,open_meteo_gfs_seamless_historical_forecast
2023-10-10,64.60,open_meteo_gfs_seamless_historical_forecast
2023-10-11,71.30,open_meteo_gfs_seamless_historical_forecast
2023-10-12,71.60,open_meteo_gfs_seamless_historical_forecast
2023-10-13,64.10,open_meteo_gfs_seamless_historical_forecast
2023-10-14,54.30,open_meteo_gfs_seamless_historical_forecast
2023-10-15,59.80,open_meteo_gfs_seamless_historical_forecast
2023-10-16,64.30,open_meteo_gfs_seamless_historical_forecast
2023-10-17,62.60,open_meteo_gfs_seamless_historical_forecast
2023-10-18,63.40,open_meteo_gfs_seamless_historical_forecast
2023-10-19,65.20,open_meteo_gfs_seamless_historical_forecast
2023-10-20,65.00,open_meteo_gfs_seamless_historical_forecast
2023-10-21,61.50,open_meteo_gfs_seamless_historical_forecast
2023-10-22,56.70,open_meteo_gfs_seamless_historical_forecast
2023-10-23,61.40,open_meteo_gfs_seamless_historical_forecast
2023-10-24,66.40,open_meteo_gfs_seamless_historical_forecast
2023-10-25,74.80,open_meteo_gfs_seamless_historical_forecast
2023-10-26,80.40,open_meteo_gfs_seamless_historical_forecast
2023-10-27,76.80,open_meteo_gfs_seamless_historical_forecast
2023-10-28,82.20,open_meteo_gfs_seamless_historical_forecast
2023-10-29,64.70,open_meteo_gfs_seamless_historical_forecast
2023-10-30,58.30,open_meteo_gfs_seamless_historical_forecast
2023-10-31,51.40,open_meteo_gfs_seamless_historical_forecast
2023-11-01,48.90,open_meteo_gfs_seamless_historical_forecast
2023-11-02,50.40,open_meteo_gfs_seamless_historical_forecast
2023-11-03,56.50,open_meteo_gfs_seamless_historical_forecast
2023-11-04,60.80,open_meteo_gfs_seamless_historical_forecast
2023-11-05,65.30,open_meteo_gfs_seamless_historical_forecast
2023-11-06,55.60,open_meteo_gfs_seamless_historical_forecast
2023-11-07,65.90,open_meteo_gfs_seamless_historical_forecast
2023-11-08,54.90,open_meteo_gfs_seamless_historical_forecast
2023-11-09,57.50,open_meteo_gfs_seamless_historical_forecast
2023-11-10,54.00,open_meteo_gfs_seamless_historical_forecast
2023-11-11,55.00,open_meteo_gfs_seamless_historical_forecast
2023-11-12,45.10,open_meteo_gfs_seamless_historical_forecast
2023-11-13,48.50,open_meteo_gfs_seamless_historical_forecast
2023-11-14,53.60,open_meteo_gfs_seamless_historical_forecast
2023-11-15,52.70,open_meteo_gfs_seamless_historical_forecast
2023-11-16,66.90,open_meteo_gfs_seamless_historical_forecast
2023-11-17,67.10,open_meteo_gfs_seamless_historical_forecast
2023-11-18,59.80,open_meteo_gfs_seamless_historical_forecast
2023-11-19,55.40,open_meteo_gfs_seamless_historical_forecast
2023-11-20,44.80,open_meteo_gfs_seamless_historical_forecast
2023-11-21,45.10,open_meteo_gfs_seamless_historical_forecast
2023-11-22,53.00,open_meteo_gfs_seamless_historical_forecast
2023-11-23,52.60,open_meteo_gfs_seamless_historical_forecast
2023-11-24,50.80,open_meteo_gfs_seamless_historical_forecast
2023-11-25,40.20,open_meteo_gfs_seamless_historical_forecast
2023-11-26,51.20,open_meteo_gfs_seamless_historical_forecast
2023-11-27,53.20,open_meteo_gfs_seamless_historical_forecast
2023-11-28,39.30,open_meteo_gfs_seamless_historical_forecast
2023-11-29,37.60,open_meteo_gfs_seamless_historical_forecast
2023-11-30,51.70,open_meteo_gfs_seamless_historical_forecast
2023-12-01,47.70,open_meteo_gfs_seamless_historical_forecast
2023-12-02,58.20,open_meteo_gfs_seamless_historical_forecast
2023-12-03,49.10,open_meteo_gfs_seamless_historical_forecast
2023-12-04,51.10,open_meteo_gfs_seamless_historical_forecast
2023-12-05,42.10,open_meteo_gfs_seamless_historical_forecast
2023-12-06,40.50,open_meteo_gfs_seamless_historical_forecast
2023-12-07,37.50,open_meteo_gfs_seamless_historical_forecast
2023-12-08,50.20,open_meteo_gfs_seamless_historical_forecast
2023-12-09,58.10,open_meteo_gfs_seamless_historical_forecast
2023-12-10,59.70,open_meteo_gfs_seamless_historical_forecast
2023-12-11,55.10,open_meteo_gfs_seamless_historical_forecast
2023-12-12,43.50,open_meteo_gfs_seamless_historical_forecast
2023-12-13,47.10,open_meteo_gfs_seamless_historical_forecast
2023-12-14,41.10,open_meteo_gfs_seamless_historical_forecast
2023-12-15,59.20,open_meteo_gfs_seamless_historical_forecast
2023-12-16,55.20,open_meteo_gfs_seamless_historical_forecast
2023-12-17,54.30,open_meteo_gfs_seamless_historical_forecast
2023-12-18,60.70,open_meteo_gfs_seamless_historical_forecast
2023-12-19,41.30,open_meteo_gfs_seamless_historical_forecast
2023-12-20,43.50,open_meteo_gfs_seamless_historical_forecast
2023-12-21,40.50,open_meteo_gfs_seamless_historical_forecast
2023-12-22,37.40,open_meteo_gfs_seamless_historical_forecast
2023-12-23,41.90,open_meteo_gfs_seamless_historical_forecast
2023-12-24,48.10,open_meteo_gfs_seamless_historical_forecast
2023-12-25,47.80,open_meteo_gfs_seamless_historical_forecast
2023-12-26,47.30,open_meteo_gfs_seamless_historical_forecast
2023-12-27,47.00,open_meteo_gfs_seamless_historical_forecast
2023-12-28,52.70,open_meteo_gfs_seamless_historical_forecast
2023-12-29,53.80,open_meteo_gfs_seamless_historical_forecast
2023-12-30,46.00,open_meteo_gfs_seamless_historical_forecast
2023-12-31,42.60,open_meteo_gfs_seamless_historical_forecast
2024-01-01,45.90,open_meteo_gfs_seamless_historical_forecast
2024-01-02,42.80,open_meteo_gfs_seamless_historical_forecast
2024-01-03,42.90,open_meteo_gfs_seamless_historical_forecast
2024-01-04,43.40,open_meteo_gfs_seamless_historical_forecast
2024-01-05,37.90,open_meteo_gfs_seamless_historical_forecast
2024-01-06,37.40,open_meteo_gfs_seamless_historical_forecast
2024-01-07,36.30,open_meteo_gfs_seamless_historical_forecast
2024-01-08,44.10,open_meteo_gfs_seamless_historical_forecast
2024-01-09,54.50,open_meteo_gfs_seamless_historical_forecast
2024-01-10,56.30,open_meteo_gfs_seamless_historical_forecast
2024-01-11,46.80,open_meteo_gfs_seamless_historical_forecast
2024-01-12,50.20,open_meteo_gfs_seamless_historical_forecast
2024-01-13,59.00,open_meteo_gfs_seamless_historical_forecast
2024-01-14,41.00,open_meteo_gfs_seamless_historical_forecast
2024-01-15,29.30,open_meteo_gfs_seamless_historical_forecast
2024-01-16,30.50,open_meteo_gfs_seamless_historical_forecast
2024-01-17,24.00,open_meteo_gfs_seamless_historical_forecast
2024-01-18,31.50,open_meteo_gfs_seamless_historical_forecast
2024-01-19,30.60,open_meteo_gfs_seamless_historical_forecast
2024-01-20,24.60,open_meteo_gfs_seamless_historical_forecast
2024-01-21,29.00,open_meteo_gfs_seamless_historical_forecast
2024-01-22,37.50,open_meteo_gfs_seamless_historical_forecast
2024-01-23,40.10,open_meteo_gfs_seamless_historical_forecast
2024-01-24,43.50,open_meteo_gfs_seamless_historical_forecast
2024-01-25,55.90,open_meteo_gfs_seamless_historical_forecast
2024-01-26,48.70,open_meteo_gfs_seamless_historical_forecast
2024-01-27,46.00,open_meteo_gfs_seamless_historical_forecast
2024-01-28,41.40,open_meteo_gfs_seamless_historical_forecast
2024-01-29,38.30,open_meteo_gfs_seamless_historical_forecast
2024-01-30,36.80,open_meteo_gfs_seamless_historical_forecast
2024-01-31,38.30,open_meteo_gfs_seamless_historical_forecast
2024-02-01,43.80,open_meteo_gfs_seamless_historical_forecast
2024-02-02,42.40,open_meteo_gfs_seamless_historical_forecast
2024-02-03,42.50,open_meteo_gfs_seamless_historical_forecast
2024-02-04,46.40,open_meteo_gfs_seamless_historical_forecast
2024-02-05,44.20,open_meteo_gfs_seamless_historical_forecast
2024-02-06,42.60,open_meteo_gfs_seamless_historical_forecast
2024-02-07,47.30,open_meteo_gfs_seamless_historical_forecast
2024-02-08,52.70,open_meteo_gfs_seamless_historical_forecast
2024-02-09,52.80,open_meteo_gfs_seamless_historical_forecast
2024-02-10,60.50,open_meteo_gfs_seamless_historical_forecast
2024-02-11,51.00,open_meteo_gfs_seamless_historical_forecast
2024-02-12,47.50,open_meteo_gfs_seamless_historical_forecast
2024-02-13,40.10,open_meteo_gfs_seamless_historical_forecast
2024-02-14,35.70,open_meteo_gfs_seamless_historical_forecast
2024-02-15,37.00,open_meteo_gfs_seamless_historical_forecast
2024-02-16,43.00,open_meteo_gfs_seamless_historical_forecast
2024-02-17,34.80,open_meteo_gfs_seamless_historical_forecast
2024-02-18,40.10,open_meteo_gfs_seamless_historical_forecast
2024-02-19,40.90,open_meteo_gfs_seamless_historical_forecast
2024-02-20,39.00,open_meteo_gfs_seamless_historical_forecast
2024-02-21,40.40,open_meteo_gfs_seamless_historical_forecast
2024-02-22,43.70,open_meteo_gfs_seamless_historical_forecast
2024-02-23,46.10,open_meteo_gfs_seamless_historical_forecast
2024-02-24,43.90,open_meteo_gfs_seamless_historical_forecast
2024-02-25,39.90,open_meteo_gfs_seamless_historical_forecast
2024-02-26,53.50,open_meteo_gfs_seamless_historical_forecast
2024-02-27,53.90,open_meteo_gfs_seamless_historical_forecast
2024-02-28,56.90,open_meteo_gfs_seamless_historical_forecast
2024-02-29,45.00,open_meteo_gfs_seamless_historical_forecast
2024-03-01,44.80,open_meteo_gfs_seamless_historical_forecast
2024-03-02,51.20,open_meteo_gfs_seamless_historical_forecast
2024-03-03,65.90,open_meteo_gfs_seamless_historical_forecast
2024-03-04,56.20,open_meteo_gfs_seamless_historical_forecast
2024-03-05,44.90,open_meteo_gfs_seamless_historical_forecast
2024-03-06,49.60,open_meteo_gfs_seamless_historical_forecast
2024-03-07,51.90,open_meteo_gfs_seamless_historical_forecast
2024-03-08,57.00,open_meteo_gfs_seamless_historical_forecast
2024-03-09,44.60,open_meteo_gfs_seamless_historical_forecast
2024-03-10,49.20,open_meteo_gfs_seamless_historical_forecast
2024-03-11,52.50,open_meteo_gfs_seamless_historical_forecast
2024-03-12,65.90,open_meteo_gfs_seamless_historical_forecast
2024-03-13,63.40,open_meteo_gfs_seamless_historical_forecast
2024-03-14,73.50,open_meteo_gfs_seamless_historical_forecast
2024-03-15,71.40,open_meteo_gfs_seamless_historical_forecast
2024-03-16,60.10,open_meteo_gfs_seamless_historical_forecast
2024-03-17,62.60,open_meteo_gfs_seamless_historical_forecast
2024-03-18,49.70,open_meteo_gfs_seamless_historical_forecast
2024-03-19,46.20,open_meteo_gfs_seamless_historical_forecast
2024-03-20,56.30,open_meteo_gfs_seamless_historical_forecast
2024-03-21,42.10,open_meteo_gfs_seamless_historical_forecast
2024-03-22,43.40,open_meteo_gfs_seamless_historical_forecast
2024-03-23,47.90,open_meteo_gfs_seamless_historical_forecast
2024-03-24,46.90,open_meteo_gfs_seamless_historical_forecast
2024-03-25,52.50,open_meteo_gfs_seamless_historical_forecast
2024-03-26,50.00,open_meteo_gfs_seamless_historical_forecast
2024-03-27,52.00,open_meteo_gfs_seamless_historical_forecast
2024-03-28,49.00,open_meteo_gfs_seamless_historical_forecast
2024-03-29,55.60,open_meteo_gfs_seamless_historical_forecast
2024-03-30,61.20,open_meteo_gfs_seamless_historical_forecast
2024-03-31,61.90,open_meteo_gfs_seamless_historical_forecast
2024-04-01,52.90,open_meteo_gfs_seamless_historical_forecast
2024-04-02,46.20,open_meteo_gfs_seamless_historical_forecast
2024-04-03,43.30,open_meteo_gfs_seamless_historical_forecast
2024-04-04,47.50,open_meteo_gfs_seamless_historical_forecast
2024-04-05,49.10,open_meteo_gfs_seamless_historical_forecast
2024-04-06,53.40,open_meteo_gfs_seamless_historical_forecast
2024-04-07,58.10,open_meteo_gfs_seamless_historical_forecast
2024-04-08,65.60,open_meteo_gfs_seamless_historical_forecast
2024-04-09,78.50,open_meteo_gfs_seamless_historical_forecast
2024-04-10,60.90,open_meteo_gfs_seamless_historical_forecast
2024-04-11,59.80,open_meteo_gfs_seamless_historical_forecast
2024-04-12,60.80,open_meteo_gfs_seamless_historical_forecast
2024-04-13,53.90,open_meteo_gfs_seamless_historical_forecast
2024-04-14,74.10,open_meteo_gfs_seamless_historical_forecast
2024-04-15,81.30,open_meteo_gfs_seamless_historical_forecast
2024-04-16,72.50,open_meteo_gfs_seamless_historical_forecast
2024-04-17,59.90,open_meteo_gfs_seamless_historical_forecast
2024-04-18,48.50,open_meteo_gfs_seamless_historical_forecast
2024-04-19,54.90,open_meteo_gfs_seamless_historical_forecast
2024-04-20,69.30,open_meteo_gfs_seamless_historical_forecast
2024-04-21,52.90,open_meteo_gfs_seamless_historical_forecast
2024-04-22,62.10,open_meteo_gfs_seamless_historical_forecast
2024-04-23,62.00,open_meteo_gfs_seamless_historical_forecast
2024-04-24,69.80,open_meteo_gfs_seamless_historical_forecast
2024-04-25,56.10,open_meteo_gfs_seamless_historical_forecast
2024-04-26,60.20,open_meteo_gfs_seamless_historical_forecast
2024-04-27,61.00,open_meteo_gfs_seamless_historical_forecast
2024-04-28,76.70,open_meteo_gfs_seamless_historical_forecast
2024-04-29,85.70,open_meteo_gfs_seamless_historical_forecast
2024-04-30,61.00,open_meteo_gfs_seamless_historical_forecast
2024-05-01,76.60,open_meteo_gfs_seamless_historical_forecast
2024-05-02,77.90,open_meteo_gfs_seamless_historical_forecast
2024-05-03,62.90,open_meteo_gfs_seamless_historical_forecast
2024-05-04,62.70,open_meteo_gfs_seamless_historical_forecast
2024-05-05,51.90,open_meteo_gfs_seamless_historical_forecast
2024-05-06,72.90,open_meteo_gfs_seamless_historical_forecast
2024-05-07,81.90,open_meteo_gfs_seamless_historical_forecast
2024-05-08,86.00,open_meteo_gfs_seamless_historical_forecast
2024-05-09,73.00,open_meteo_gfs_seamless_historical_forecast
2024-05-10,57.10,open_meteo_gfs_seamless_historical_forecast
2024-05-11,62.60,open_meteo_gfs_seamless_historical_forecast
2024-05-12,55.00,open_meteo_gfs_seamless_historical_forecast
2024-05-13,66.40,open_meteo_gfs_seamless_historical_forecast
2024-05-14,73.40,open_meteo_gfs_seamless_historical_forecast
2024-05-15,64.20,open_meteo_gfs_seamless_historical_forecast
2024-05-16,64.40,open_meteo_gfs_seamless_historical_forecast
2024-05-17,72.80,open_meteo_gfs_seamless_historical_forecast
2024-05-18,70.70,open_meteo_gfs_seamless_historical_forecast
2024-05-19,74.70,open_meteo_gfs_seamless_historical_forecast
2024-05-20,74.00,open_meteo_gfs_seamless_historical_forecast
2024-05-21,84.80,open_meteo_gfs_seamless_historical_forecast
