station,valid,tmpf,dwpf,sknt,drct,alti,p01i,vsby,skyc1
NYC,2023-01-02 02:51,51.00,34.00,0.00,0.00,30.05,0.00,10.00,OVC
NYC,2023-01-02 03:51,51.00,35.00,4.00,M,30.06,0.00,10.00,OVC
NYC,2023-01-02 04:51,50.00,35.00,0.00,0.00,30.05,0.00,10.00,BKN
NYC,2023-01-02 05:51,50.00,35.00,0.00,0.00,30.04,0.00,10.00,BKN
NYC,2023-01-02 06:51,51.00,36.00,3.00,M,30.05,0.00,10.00,BKN
NYC,2023-01-02 07:51,50.00,36.00,3.00,M,30.09,0.00,10.00,CLR
NYC,2023-01-02 08:51,50.00,37.00,0.00,0.00,30.08,0.00,10.00,CLR
NYC,2023-01-02 09:51,50.00,38.00,4.00,250.00,30.09,0.00,10.00,CLR
NYC,2023-01-02 10:51,50.00,38.00,4.00,M,30.09,0.00,10.00,CLR
NYC,2023-01-02 11:51,50.00,38.00,5.00,260.00,30.12,0.00,10.00,CLR
NYC,2023-01-02 12:51,49.00,39.00,4.00,250.00,30.14,0.00,10.00,CLR
NYC,2023-01-02 13:51,43.00,41.00,M,21.00,30.15,0.00,0.75,M
NYC,2023-01-02 14:51,50.00,38.00,4.00,M,30.16,0.00,10.00,CLR
NYC,2023-01-02 15:51,51.00,39.00,3.00,260.00,30.16,0.00,10.00,CLR
NYC,2023-01-02 16:51,53.00,39.00,3.00,M,30.13,0.00,10.00,CLR
NYC,2023-01-02 17:51,55.00,39.00,4.00,270.00,30.12,0.00,10.00,CLR
NYC,2023-01-02 18:51,56.00,40.00,4.00,M,30.12,0.00,10.00,FEW
NYC,2023-01-02 19:51,56.00,40.00,6.00,250.00,30.12,0.00,10.00,CLR
NYC,2023-01-02 20:51,56.00,41.00,5.00,260.00,30.13,0.00,10.00,SCT
NYC,2023-01-02 21:51,55.00,42.00,6.00,240.00,30.13,0.00,10.00,OVC
NYC,2023-01-02 22:51,55.00,43.00,3.00,240.00,30.14,0.00,10.00,BKN
NYC,2023-01-02 23:51,56.00,44.00,4.00,M,30.15,0.00,10.00,FEW
NYC,2023-01-03 00:51,55.00,44.00,0.00,0.00,30.16,0.00,10.00,BKN
NYC,2023-01-03 01:51,55.00,45.00,4.00,240.00,30.17,0.00,10.00,OVC
NYC,2023-01-03 02:51,53.00,46.00,0.00,0.00,30.17,0.01,9.00,OVC
NYC,2023-01-03 03:51,52.00,48.00,0.00,0.00,30.16,0.01,7.00,FEW
NYC,2023-01-03 04:51,52.00,49.00,0.00,0.00,30.15,T,8.00,OVC
NYC,2023-01-03 05:51,53.00,48.00,0.00,0.00,30.14,0.00,10.00,OVC
NYC,2023-01-03 06:51,52.00,47.00,3.00,120.00,30.13,0.00,10.00,OVC
NYC,2023-01-03 07:51,51.00,44.00,4.00,M,30.13,0.00,10.00,BKN
NYC,2023-01-03 08:51,50.00,45.00,3.00,M,30.12,0.00,8.00,SCT
NYC,2023-01-03 09:51,49.00,45.00,3.00,120.00,30.11,0.00,7.00,BKN
NYC,2023-01-03 10:51,49.00,45.00,3.00,80.00,30.09,T,7.00,FEW
NYC,2023-01-03 11:51,48.00,46.00,3.00,70.00,30.08,0.02,3.00,OVC
NYC,2023-01-03 12:51,47.00,45.00,3.00,70.00,30.05,0.01,2.50,OVC
NYC,2023-01-03 13:51,49.00,46.00,3.00,20.00,30.04,0.00,3.00,OVC
NYC,2023-01-03 14:51,50.00,47.00,0.00,0.00,30.02,0.00,3.00,OVC
NYC,2023-01-03 15:51,48.00,46.00,0.00,0.00,30.03,0.08,0.75,BKN
NYC,2023-01-03 16:51,49.00,47.00,0.00,0.00,29.96,0.22,0.50,BKN
NYC,2023-01-03 17:51,50.00,49.00,0.00,0.00,29.93,0.07,1.75,BKN
NYC,2023-01-03 18:51,52.00,50.00,7.00,240.00,29.91,0.01,3.00,OVC
NYC,2023-01-03 19:51,54.00,51.00,5.00,220.00,29.88,0.01,5.00,OVC
NYC,2023-01-03 20:51,55.00,52.00,3.00,M,29.86,0.00,4.00,OVC
NYC,2023-01-03 21:51,56.00,53.00,7.00,220.00,29.85,0.00,6.00,OVC
NYC,2023-01-03 22:51,56.00,53.00,6.00,240.00,29.85,0.00,6.00,SCT
NYC,2023-01-03 23:51,56.00,53.00,0.00,0.00,29.85,0.00,5.00,OVC
NYC,2023-01-04 00:51,56.00,53.00,4.00,270.00,29.84,0.00,5.00,FEW
NYC,2023-01-04 01:51,57.00,52.00,0.00,0.00,29.83,0.00,6.00,CLR
NYC,2023-01-04 02:51,54.00,50.00,5.00,40.00,29.83,0.00,5.00,CLR
NYC,2023-01-04 03:51,55.00,52.00,0.00,0.00,29.83,0.00,5.00,BKN
NYC,2023-01-04 04:51,57.00,52.00,4.00,M,29.80,0.00,8.00,BKN
NYC,2023-01-04 05:51,58.00,51.00,M,M,29.81,0.00,10.00,OVC
NYC,2023-01-04 06:51,59.00,51.00,5.00,M,29.81,0.00,10.00,FEW
NYC,2023-01-04 07:51,58.00,51.00,4.00,M,29.82,0.00,10.00,OVC
NYC,2023-01-04 08:51,58.00,50.00,8.00,240.00,29.80,0.00,10.00,BKN
NYC,2023-01-04 09:51,58.00,51.00,7.00,240.00,29.81,0.00,10.00,CLR
NYC,2023-01-04 10:51,57.00,52.00,6.00,240.00,29.83,0.00,9.00,SCT
NYC,2023-01-04 11:51,58.00,53.00,4.00,M,29.86,0.00,9.00,BKN
NYC,2023-01-04 12:51,56.00,52.00,3.00,M,29.89,0.00,6.00,SCT
NYC,2023-01-04 13:51,59.00,54.00,4.00,230.00,29.92,0.00,7.00,CLR
NYC,2023-01-04 14:51,61.00,54.00,3.00,M,29.92,0.00,9.00,CLR
NYC,2023-01-04 15:51,62.00,54.00,4.00,270.00,29.91,0.00,9.00,CLR
NYC,2023-01-04 16:51,63.00,54.00,M,M,29.91,0.00,10.00,CLR
NYC,2023-01-04 17:51,66.00,54.00,3.00,220.00,29.87,0.00,10.00,CLR
NYC,2023-01-04 18:51,65.00,54.00,5.00,170.00,29.86,0.00,9.00,CLR
NYC,2023-01-04 19:51,65.00,55.00,0.00,0.00,29.86,0.00,10.00,CLR
NYC,2023-01-04 20:51,63.00,54.00,3.00,160.00,29.85,0.00,10.00,FEW
NYC,2023-01-04 21:51,60.00,55.00,0.00,0.00,29.85,T,6.00,FEW
NYC,2023-01-04 22:51,58.00,54.00,3.00,60.00,29.84,0.01,8.00,SCT
NYC,2023-01-04 23:58,57.00,52.00,3.00,M,29.85,T,7.00,BKN
NYC,2023-01-05 00:51,56.00,52.00,5.00,80.00,29.84,0.01,8.00,OVC
NYC,2023-01-05 01:51,54.00,51.00,4.00,60.00,29.83,0.00,6.00,OVC
NYC,2023-01-05 02:51,52.00,49.00,6.00,50.00,29.84,0.00,4.00,OVC
NYC,2023-01-05 03:51,50.00,47.00,4.00,30.00,29.82,0.00,4.00,OVC
NYC,2023-01-05 04:51,49.00,47.00,5.00,50.00,29.83,T,2.50,OVC
NYC,2023-01-05 05:51,48.00,46.00,3.00,70.00,29.84,T,3.00,OVC
NYC,2023-01-05 06:51,48.00,46.00,4.00,20.00,29.86,0.01,4.00,OVC
NYC,2023-01-05 07:51,48.00,46.00,3.00,40.00,29.89,T,9.00,OVC
NYC,2023-01-05 08:51,48.00,46.00,3.00,M,29.90,0.00,10.00,OVC
NYC,2023-01-05 09:51,49.00,47.00,0.00,0.00,29.91,0.00,8.00,OVC
NYC,2023-01-05 10:51,49.00,47.00,3.00,40.00,29.93,0.00,1.50,OVC
NYC,2023-01-05 11:51,49.00,48.00,5.00,80.00,29.95,0.00,0.75,VV 
NYC,2023-01-05 12:51,48.00,47.00,5.00,60.00,29.96,0.00,1.25,OVC
NYC,2023-01-05 13:51,49.00,47.00,5.00,70.00,29.98,0.00,3.00,OVC
NYC,2023-01-05 14:51,48.20,46.40,6.00,60.00,M,0.00,8.00,OVC
NYC,2023-01-05 15:51,49.00,45.00,M,M,30.03,0.00,8.00,OVC
NYC,2023-01-05 16:51,49.00,45.00,5.00,M,30.00,0.00,10.00,OVC
NYC,2023-01-05 17:51,48.00,45.00,4.00,M,29.99,0.00,7.00,OVC
NYC,2023-01-05 18:51,50.00,45.00,4.00,50.00,29.96,0.00,10.00,OVC
NYC,2023-01-05 19:51,49.00,44.00,4.00,40.00,29.96,0.00,10.00,OVC
NYC,2023-01-05 20:51,48.00,44.00,5.00,40.00,29.96,0.00,10.00,OVC
NYC,2023-01-05 21:51,47.00,44.00,4.00,100.00,29.97,0.00,9.00,OVC
NYC,2023-01-05 22:51,47.00,44.00,3.00,50.00,29.97,0.00,10.00,OVC
NYC,2023-01-05 23:51,47.00,44.00,3.00,40.00,29.99,T,8.00,OVC
NYC,2023-01-06 00:51,47.00,44.00,8.00,90.00,29.97,T,9.00,OVC
NYC,2023-01-06 01:51,47.00,43.00,6.00,50.00,29.99,0.00,7.00,OVC
NYC,2023-01-06 02:51,46.00,44.00,6.00,60.00,29.99,0.00,3.00,OVC
NYC,2023-01-06 03:51,45.00,43.00,8.00,60.00,29.99,0.00,3.00,OVC
NYC,2023-01-06 04:51,45.00,42.00,6.00,M,29.98,0.00,8.00,OVC
NYC,2023-01-06 05:51,45.00,42.00,3.00,M,29.97,0.00,9.00,OVC
NYC,2023-01-06 06:51,45.00,42.00,3.00,40.00,29.98,0.01,4.00,OVC
NYC,2023-01-06 07:51,44.00,41.00,6.00,360.00,30.01,0.18,2.00,BKN
NYC,2023-01-06 08:51,43.00,41.00,5.00,40.00,29.99,0.07,6.00,SCT
NYC,2023-01-06 09:51,43.00,41.00,4.00,60.00,29.98,T,6.00,BKN
NYC,2023-01-06 10:51,42.00,40.00,5.00,70.00,29.97,T,7.00,OVC
NYC,2023-01-06 11:51,43.00,41.00,0.00,0.00,29.97,0.00,7.00,OVC
NYC,2023-01-06 12:51,44.00,41.00,0.00,0.00,30.00,T,8.00,BKN
NYC,2023-01-06 13:51,44.00,41.00,4.00,50.00,29.99,T,7.00,OVC
NYC,2023-01-06 14:51,44.00,41.00,0.00,0.00,30.01,T,5.00,OVC
NYC,2023-01-06 15:51,45.00,42.00,3.00,M,30.01,0.01,4.00,BKN
NYC,2023-01-06 16:51,45.00,41.00,3.00,M,29.99,0.00,5.00,OVC
NYC,2023-01-06 17:51,47.00,40.00,5.00,260.00,29.97,0.00,8.00,FEW
NYC,2023-01-06 18:51,48.00,40.00,4.00,240.00,29.96,0.00,10.00,FEW
NYC,2023-01-06 19:51,47.00,38.00,7.00,220.00,29.98,T,10.00,FEW
NYC,2023-01-06 20:51,48.00,36.00,7.00,280.00,29.99,T,10.00,FEW
NYC,2023-01-06 21:51,46.00,36.00,5.00,M,30.01,0.00,10.00,SCT
NYC,2023-01-06 22:51,46.00,35.00,5.00,M,30.04,0.00,10.00,SCT
NYC,2023-01-06 23:51,45.00,32.00,4.00,M,30.07,0.00,10.00,SCT
NYC,2023-01-07 00:51,43.00,30.90,9.00,290.00,30.09,0.00,10.00,OVC
NYC,2023-01-07 01:51,42.00,30.00,9.00,290.00,30.11,0.00,10.00,OVC
NYC,2023-01-07 02:51,42.00,28.90,8.00,280.00,30.12,0.00,10.00,BKN
NYC,2023-01-07 03:51,40.00,30.00,7.00,270.00,30.14,0.00,10.00,CLR
NYC,2023-01-07 04:51,39.00,30.00,6.00,290.00,30.13,0.00,10.00,CLR
NYC,2023-01-07 05:51,39.00,28.90,5.00,270.00,30.12,0.00,10.00,CLR
NYC,2023-01-07 06:51,38.00,28.00,7.00,280.00,30.13,0.00,10.00,CLR
NYC,2023-01-07 07:51,38.00,28.00,6.00,M,30.13,0.00,10.00,CLR
NYC,2023-01-07 08:51,37.00,28.90,4.00,M,30.13,0.00,10.00,CLR
NYC,2023-01-07 09:51,37.00,28.90,6.00,280.00,30.13,0.00,10.00,CLR
NYC,2023-01-07 10:51,37.00,28.90,6.00,270.00,30.14,0.00,10.00,CLR
NYC,2023-01-07 11:51,38.00,28.90,M,M,30.15,0.00,10.00,CLR
NYC,2023-01-07 12:51,38.00,28.90,4.00,270.00,30.15,0.00,10.00,OVC
NYC,2023-01-07 13:51,39.00,28.00,8.00,280.00,30.17,0.00,10.00,OVC
NYC,2023-01-07 14:51,40.00,28.90,5.00,M,30.18,0.00,10.00,OVC
NYC,2023-01-07 15:51,42.00,28.00,5.00,M,30.17,0.00,10.00,OVC
NYC,2023-01-07 16:51,44.00,27.00,8.00,290.00,30.14,0.00,10.00,BKN
NYC,2023-01-07 17:51,44.00,27.00,7.00,290.00,30.13,0.00,10.00,OVC
NYC,2023-01-07 18:51,44.00,27.00,7.00,280.00,30.13,0.00,10.00,OVC
NYC,2023-01-07 19:51,44.00,28.00,4.00,290.00,30.14,0.00,10.00,BKN
NYC,2023-01-07 20:51,44.00,28.00,6.00,290.00,30.15,0.00,10.00,FEW
NYC,2023-01-07 21:51,43.00,28.00,4.00,280.00,30.16,0.00,10.00,CLR
NYC,2023-01-07 22:51,42.00,28.00,5.00,280.00,30.18,0.00,10.00,CLR
NYC,2023-01-07 23:51,42.00,27.00,6.00,270.00,30.21,0.00,10.00,CLR
NYC,2023-01-08 00:51,41.00,28.90,8.00,270.00,30.23,0.00,10.00,CLR
NYC,2023-01-08 01:51,41.00,28.00,8.00,280.00,30.24,0.00,10.00,CLR
NYC,2023-01-08 02:51,40.00,28.00,5.00,270.00,30.24,0.00,10.00,CLR
NYC,2023-01-08 03:51,40.00,26.10,4.00,290.00,30.25,0.00,10.00,CLR
NYC,2023-01-08 04:51,39.00,25.00,5.00,310.00,30.25,0.00,10.00,CLR
NYC,2023-01-08 05:51,38.00,25.00,5.00,260.00,30.26,0.00,10.00,CLR
NYC,2023-01-08 06:51,37.00,24.10,M,M,30.27,0.00,10.00,CLR
NYC,2023-01-08 07:51,37.00,23.00,5.00,M,30.30,0.00,10.00,CLR
NYC,2023-01-08 08:51,36.00,23.00,8.00,290.00,30.30,0.00,10.00,CLR
NYC,2023-01-08 09:51,35.00,21.00,6.00,300.00,30.31,0.00,10.00,CLR
NYC,2023-01-08 10:51,35.00,21.00,6.00,290.00,30.33,0.00,10.00,CLR
NYC,2023-01-08 11:51,34.00,19.90,0.00,0.00,30.33,0.00,10.00,CLR
NYC,2023-01-08 12:51,33.00,21.00,5.00,M,30.33,0.00,10.00,CLR
NYC,2023-01-08 13:51,34.00,21.90,0.00,0.00,30.35,0.00,10.00,CLR
NYC,2023-01-08 14:51,35.00,21.90,7.00,50.00,30.36,0.00,10.00,CLR
NYC,2023-01-08 15:51,36.00,21.00,5.00,M,30.35,0.00,10.00,CLR
NYC,2023-01-08 16:51,38.00,19.90,4.00,M,30.32,0.00,10.00,CLR
NYC,2023-01-08 17:51,40.00,15.10,0.00,0.00,30.29,0.00,10.00,CLR
NYC,2023-01-08 18:51,40.00,15.10,0.00,0.00,30.27,0.00,10.00,CLR
NYC,2023-01-08 19:51,41.00,18.00,3.00,M,30.27,0.00,10.00,CLR
NYC,2023-01-08 20:51,40.00,15.10,0.00,0.00,30.25,0.00,10.00,CLR
NYC,2023-01-08 21:51,39.00,18.00,5.00,M,30.25,0.00,10.00,CLR
NYC,2023-01-08 22:51,38.00,21.00,4.00,180.00,30.23,0.00,10.00,CLR
NYC,2023-01-08 23:51,38.00,25.00,4.00,160.00,30.21,0.00,10.00,SCT
NYC,2023-01-09 00:51,38.00,24.10,3.00,160.00,30.20,0.00,10.00,SCT
NYC,2023-01-09 01:51,38.00,25.00,8.00,220.00,30.19,0.00,10.00,SCT
NYC,2023-01-09 02:51,39.00,26.10,3.00,M,30.17,0.00,10.00,CLR
NYC,2023-01-09 03:51,38.00,27.00,5.00,M,30.15,0.00,10.00,FEW
NYC,2023-01-09 04:51,39.00,28.00,6.00,220.00,30.13,0.00,10.00,BKN
NYC,2023-01-09 05:51,40.00,28.90,5.00,230.00,30.09,T,10.00,OVC
NYC,2023-01-09 06:51,40.00,30.90,0.00,0.00,30.07,T,10.00,OVC
NYC,2023-01-09 07:51,38.00,32.00,7.00,240.00,30.05,T,8.00,SCT
NYC,2023-01-09 08:51,38.00,34.00,0.00,0.00,30.01,T,6.00,OVC
NYC,2023-01-09 09:51,37.00,33.00,0.00,0.00,29.99,0.01,9.00,OVC
NYC,2023-01-09 10:51,37.00,34.00,0.00,0.00,29.99,0.00,9.00,OVC
NYC,2023-01-09 11:51,38.00,33.00,0.00,0.00,29.97,0.00,9.00,OVC
NYC,2023-01-09 12:51,38.00,32.00,4.00,M,29.97,0.00,8.00,OVC
NYC,2023-01-09 13:51,38.00,32.00,3.00,270.00,29.98,0.00,8.00,OVC
NYC,2023-01-09 14:51,38.00,30.90,0.00,0.00,29.98,0.00,9.00,BKN
NYC,2023-01-09 15:51,41.00,28.00,8.00,280.00,29.97,0.00,10.00,FEW
NYC,2023-01-09 16:51,42.00,27.00,5.00,M,29.94,0.00,10.00,CLR
NYC,2023-01-09 17:51,43.00,25.00,7.00,300.00,29.91,0.00,10.00,CLR
NYC,2023-01-09 18:51,44.00,24.10,6.00,310.00,29.90,0.00,10.00,CLR
NYC,2023-01-09 19:51,44.00,24.10,9.00,300.00,29.90,0.00,10.00,CLR
NYC,2023-01-09 20:51,43.00,21.90,6.00,260.00,29.91,0.00,10.00,CLR
NYC,2023-01-09 21:51,41.00,19.90,8.00,300.00,29.92,0.00,10.00,CLR
NYC,2023-01-09 22:51,40.00,21.90,4.00,M,29.94,0.00,10.00,CLR
NYC,2023-01-09 23:51,40.00,21.90,3.00,M,29.95,0.00,10.00,CLR
NYC,2023-01-10 00:51,40.00,21.90,4.00,M,29.94,0.00,10.00,CLR
NYC,2023-01-10 01:51,40.00,21.90,3.00,M,29.94,0.00,10.00,CLR
NYC,2023-01-10 02:51,39.00,23.00,6.00,260.00,29.94,0.00,10.00,CLR
NYC,2023-01-10 03:51,39.00,23.00,5.00,250.00,29.95,0.00,10.00,CLR
NYC,2023-01-10 04:51,39.00,23.00,4.00,M,29.95,0.00,10.00,CLR
NYC,2023-01-10 05:51,38.00,21.90,6.00,280.00,29.96,0.00,10.00,CLR
NYC,2023-01-10 06:51,39.00,21.90,6.00,290.00,29.98,0.00,10.00,CLR
NYC,2023-01-10 07:51,39.00,23.00,5.00,270.00,30.00,0.00,10.00,OVC
NYC,2023-01-10 08:51,38.00,23.00,0.00,0.00,29.99,0.00,10.00,OVC
NYC,2023-01-10 09:51,39.00,23.00,4.00,M,30.00,0.00,10.00,OVC
NYC,2023-01-10 10:51,38.00,25.00,7.00,280.00,30.02,0.00,10.00,OVC
NYC,2023-01-10 11:51,39.00,25.00,4.00,270.00,30.03,0.00,10.00,OVC
NYC,2023-01-10 12:51,38.00,25.00,0.00,0.00,30.05,0.00,10.00,OVC
NYC,2023-01-10 13:51,40.00,26.10,5.00,270.00,30.06,0.00,10.00,OVC
NYC,2023-01-10 14:51,40.00,26.10,4.00,M,30.07,0.00,10.00,OVC
NYC,2023-01-10 15:51,40.00,26.10,0.00,0.00,30.07,0.00,9.00,OVC
NYC,2023-01-10 16:51,40.00,26.10,3.00,M,30.05,0.00,10.00,OVC
NYC,2023-01-10 17:51,40.00,26.10,4.00,M,30.03,0.00,9.00,OVC
NYC,2023-01-10 18:51,41.00,27.00,6.00,270.00,30.04,0.00,10.00,OVC
NYC,2023-01-10 19:51,41.00,27.00,5.00,280.00,30.04,0.00,10.00,OVC
NYC,2023-01-10 20:51,41.00,28.00,0.00,0.00,30.04,0.00,9.00,OVC
NYC,2023-01-10 21:51,41.00,27.00,4.00,M,30.05,0.00,10.00,OVC
NYC,2023-01-10 22:51,41.00,26.10,6.00,310.00,30.07,0.00,10.00,OVC
NYC,2023-01-10 23:51,41.00,24.10,4.00,M,30.09,0.00,10.00,OVC
NYC,2023-01-11 00:51,40.00,24.10,4.00,M,30.10,0.00,10.00,OVC
NYC,2023-01-11 01:51,40.00,24.10,0.00,0.00,30.11,0.00,10.00,OVC
NYC,2023-01-11 02:51,39.00,23.00,3.00,M,30.13,0.00,10.00,OVC
NYC,2023-01-11 03:51,39.00,23.00,5.00,340.00,30.13,0.00,10.00,OVC
NYC,2023-01-11 04:51,39.00,24.10,4.00,50.00,30.14,0.00,10.00,OVC
NYC,2023-01-11 05:51,39.00,25.00,7.00,50.00,30.15,0.00,10.00,OVC
NYC,2023-01-11 06:51,39.00,26.10,6.00,70.00,30.15,0.00,10.00,OVC
NYC,2023-01-11 07:51,38.00,26.10,7.00,80.00,30.18,0.00,10.00,OVC
NYC,2023-01-11 08:51,37.00,24.10,6.00,60.00,30.20,0.00,10.00,OVC
NYC,2023-01-11 09:51,37.00,23.00,5.00,20.00,30.21,0.00,10.00,OVC
NYC,2023-01-11 10:51,36.00,21.00,8.00,60.00,30.20,0.00,10.00,OVC
NYC,2023-01-11 11:51,35.00,21.00,9.00,60.00,30.22,0.00,10.00,OVC
NYC,2023-01-11 12:51,35.00,21.90,6.00,M,30.25,0.00,10.00,OVC
NYC,2023-01-11 13:51,36.00,23.00,8.00,50.00,30.25,0.00,10.00,OVC
NYC,2023-01-11 14:51,36.00,21.90,6.00,50.00,30.28,0.00,10.00,OVC
NYC,2023-01-11 15:51,37.00,23.00,4.00,M,30.28,0.00,10.00,OVC
NYC,2023-01-11 16:51,38.00,21.00,5.00,M,30.27,0.00,10.00,OVC
NYC,2023-01-11 17:51,39.00,21.00,5.00,40.00,30.26,0.00,10.00,OVC
NYC,2023-01-11 18:51,39.00,19.90,4.00,M,30.24,0.00,10.00,OVC
NYC,2023-01-11 19:51,39.00,19.90,5.00,80.00,30.25,0.00,10.00,OVC
NYC,2023-01-11 20:51,38.00,19.90,7.00,110.00,30.25,0.00,10.00,BKN
NYC,2023-01-11 21:51,38.00,19.90,6.00,90.00,30.26,0.00,10.00,CLR
NYC,2023-01-11 22:51,37.00,19.90,4.00,60.00,30.28,0.00,10.00,CLR
NYC,2023-01-11 23:51,38.00,21.00,6.00,M,30.27,0.00,10.00,CLR
NYC,2023-01-12 00:51,37.00,24.10,0.00,0.00,30.28,0.00,10.00,CLR
NYC,2023-01-12 01:51,37.00,25.00,6.00,120.00,30.27,0.00,10.00,FEW
NYC,2023-01-12 02:51,37.00,26.10,6.00,110.00,30.28,0.00,10.00,OVC
NYC,2023-01-12 03:51,38.00,26.10,3.00,110.00,30.28,0.00,10.00,OVC
NYC,2023-01-12 04:51,37.00,27.00,6.00,70.00,30.27,0.00,10.00,OVC
NYC,2023-01-12 05:51,38.00,27.00,4.00,M,30.26,0.00,10.00,BKN
NYC,2023-01-12 06:51,38.00,28.00,3.00,M,30.25,0.00,10.00,OVC
NYC,2023-01-12 07:51,39.00,30.00,5.00,50.00,30.23,0.00,10.00,OVC
NYC,2023-01-12 08:51,39.00,30.00,4.00,60.00,30.21,0.00,10.00,BKN
NYC,2023-01-12 09:51,40.00,32.00,0.00,0.00,30.21,0.00,10.00,OVC
NYC,2023-01-12 10:51,40.00,33.00,5.00,60.00,30.21,T,10.00,OVC
NYC,2023-01-12 11:51,40.00,35.00,6.00,60.00,30.20,0.01,10.00,SCT
NYC,2023-01-12 12:51,40.00,36.00,4.00,M,30.20,T,8.00,SCT
NYC,2023-01-12 13:51,41.00,38.00,5.00,60.00,30.20,0.02,4.00,BKN
NYC,2023-01-12 14:51,42.00,39.00,4.00,110.00,30.19,0.01,10.00,OVC
NYC,2023-01-12 15:51,43.00,40.00,4.00,80.00,30.18,0.00,10.00,BKN
NYC,2023-01-12 16:51,44.00,41.00,5.00,60.00,30.12,0.00,10.00,OVC
NYC,2023-01-12 17:51,45.00,41.00,3.00,M,30.07,0.00,8.00,BKN
NYC,2023-01-12 18:51,46.00,42.00,3.00,60.00,30.05,0.00,8.00,SCT
NYC,2023-01-12 19:51,47.00,42.00,5.00,60.00,30.02,0.00,10.00,OVC
NYC,2023-01-12 20:51,48.00,43.00,3.00,M,29.99,0.00,10.00,OVC
NYC,2023-01-12 21:51,50.00,45.00,4.00,M,29.94,0.00,10.00,OVC
NYC,2023-01-12 22:51,53.00,49.00,5.00,170.00,29.91,T,9.00,OVC
NYC,2023-01-12 23:51,52.00,50.00,M,M,29.88,0.12,3.00,OVC
NYC,2023-01-13 00:51,52.00,51.00,7.00,150.00,29.83,0.07,5.00,OVC
NYC,2023-01-13 01:51,53.00,51.00,4.00,150.00,29.80,0.03,5.00,OVC
NYC,2023-01-13 02:51,54.00,52.00,5.00,M,29.76,0.04,6.00,BKN
NYC,2023-01-13 03:51,54.00,52.00,5.00,M,29.72,T,7.00,SCT
NYC,2023-01-13 04:51,54.00,51.00,5.00,M,29.68,0.00,8.00,BKN
NYC,2023-01-13 05:51,55.00,51.00,6.00,140.00,29.64,T,7.00,FEW
NYC,2023-01-13 06:51,52.00,50.00,8.00,140.00,29.61,0.08,6.00,SCT
NYC,2023-01-13 07:51,56.00,53.00,0.00,0.00,29.60,0.00,8.00,BKN
NYC,2023-01-13 08:51,56.00,52.00,3.00,M,29.57,0.00,10.00,FEW
NYC,2023-01-13 09:51,53.00,50.00,6.00,130.00,29.56,0.00,8.00,FEW
NYC,2023-01-13 10:51,53.00,49.00,4.00,160.00,29.58,0.00,9.00,OVC
NYC,2023-01-13 11:51,53.00,50.00,4.00,160.00,29.57,0.01,6.00,OVC
NYC,2023-01-13 12:51,53.00,50.00,5.00,M,29.56,T,10.00,FEW
